Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,525,236250.0,70875.0,0.3,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,500,200000.0,70000.0,0.35,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,450,180000.0,63000.0,0.35,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,475,237500.0,71250.0,0.3,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,600,330000.0,82500.0,0.25,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,425000.0,212500.0,0.5,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000.0,81000.0,0.3,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,525,210000.0,73500.0,0.35,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000.0,70000.0,0.35,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000.0,75000.0,0.3,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,55.0,650,357500.0,89375.0,0.25,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,875,437500.0,218750.0,0.5,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,625,281250.0,84375.0,0.3,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,550,220000.0,77000.0,0.35,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000.0,70000.0,0.35,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,525,262500.0,78750.0,0.3,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,700,385000.0,96250.0,0.25,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,425000.0,212500.0,0.5,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,625,281250.0,84375.0,0.3,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,550,220000.0,77000.0,0.35,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,525,210000.0,73500.0,0.35,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000.0,75000.0,0.3,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,55.0,675,371250.0,92813.0,0.25,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,800,400000.0,200000.0,0.5,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000.0,81000.0,0.3,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,525,210000.0,73500.0,0.35,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000.0,70000.0,0.35,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000.0,75000.0,0.3,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,600,330000.0,82500.0,0.25,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775,426250.0,213125.0,0.5,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000.0,81000.0,0.3,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,500,225000.0,78750.0,0.35,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,475,213750.0,74813.0,0.35,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,55.0,475,261250.0,78375.0,0.3,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,60.0,600,360000.0,90000.0,0.25,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,750,412500.0,206250.0,0.5,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,575,258750.0,77625.0,0.3,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,520,234000.0,81900.0,0.35,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,500,225000.0,78750.0,0.35,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,55.0,475,261250.0,78375.0,0.3,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,60.0,575,345000.0,86250.0,0.25,In-store
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,800,440000.0,220000.0,0.5,In-store
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000.0,81000.0,0.3,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,550,247500.0,86625.0,0.35,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,500,225000.0,78750.0,0.35,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,55.0,500,275000.0,82500.0,0.3,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,60.0,600,360000.0,90000.0,0.25,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,350,105000.0,36750.0,0.35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,350,140000.0,49000.0,0.35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,200,80000.0,28000.0,0.35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,45.0,150,67500.0,27000.0,0.4,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Apparel,40.0,400,160000.0,48000.0,0.3,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,450,135000.0,47250.0,0.35,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,350,140000.0,49000.0,0.35,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.0,200,80000.0,28000.0,0.35,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,45.0,125,56250.0,22500.0,0.4,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,40.0,325,130000.0,39000.0,0.3,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,475,190000.0,66500.0,0.35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,325,162500.0,56875.0,0.35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,55.0,350,192500.0,67375.0,0.35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,55.0,100,55000.0,22000.0,0.4,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,50.0,300,150000.0,45000.0,0.3,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,475,261250.0,91438.0,0.35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,275,165000.0,57750.0,0.35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,325,195000.0,68250.0,0.35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,225,101250.0,35438.0,0.35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,50.0,125,62500.0,25000.0,0.4,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,65.0,300,195000.0,58500.0,0.3,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,500,250000.0,87500.0,0.35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,350,192500.0,67375.0,0.35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,55.0,350,192500.0,67375.0,0.35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,275,137500.0,48125.0,0.35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,45.0,175,78750.0,31500.0,0.4,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60.0,525,315000.0,94500.0,0.3,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775,426250.0,149188.0,0.35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,65.0,650,422500.0,147875.0,0.35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,80.0,650,520000.0,182000.0,0.35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,80.0,525,420000.0,147000.0,0.35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,90.0,400,360000.0,144000.0,0.4,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,105.0,700,735000.0,220500.0,0.3,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,85.0,850,722500.0,252875.0,0.35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.0,700,630000.0,220500.0,0.35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,90.0,650,585000.0,204750.0,0.35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,85.0,550,467500.0,163625.0,0.35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,90.0,600,540000.0,216000.0,0.4,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,105.0,600,630000.0,189000.0,0.3,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,90.0,800,720000.0,252000.0,0.35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775,620000.0,217000.0,0.35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,70.0,650,455000.0,159250.0,0.35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,425,297500.0,104125.0,0.35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,70.0,425,297500.0,119000.0,0.4,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,75.0,250,187500.0,56250.0,0.3,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,450,225000.0,78750.0,0.35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,450,247500.0,86625.0,0.35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,250,125000.0,43750.0,0.35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,60.0,225,135000.0,54000.0,0.4,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,45.0,250,112500.0,33750.0,0.3,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,525,288750.0,101063.0,0.35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,350,175000.0,61250.0,0.35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,325,146250.0,51188.0,0.35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,55.0,300,165000.0,66000.0,0.4,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,60.0,350,210000.0,63000.0,0.3,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,45.0,575,258750.0,90563.0,0.35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,45.0,475,213750.0,74813.0,0.35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,55.0,450,247500.0,86625.0,0.35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,75.0,425,318750.0,127500.0,0.4,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,80.0,550,440000.0,132000.0,0.3,In-store
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,750,487500.0,170625.0,0.35,In-store
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.0,750,562500.0,196875.0,0.35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,70.0,550,385000.0,134750.0,0.35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,550,385000.0,134750.0,0.35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,80.0,475,380000.0,152000.0,0.4,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,85.0,575,488750.0,146625.0,0.3,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750,262500.0,131250.0,0.5,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,550,192500.0,77000.0,0.4,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,25.0,550,137500.0,41250.0,0.3,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,30.0,400,120000.0,42000.0,0.35,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,45.0,450,202500.0,81000.0,0.4,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,35.0,550,192500.0,105875.0,0.55,In-store
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,800,280000.0,140000.0,0.5,In-store
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,450,157500.0,63000.0,0.4,In-store
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,25.0,500,125000.0,37500.0,0.3,In-store
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,375,112500.0,39375.0,0.35,In-store
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Men's Apparel,45.0,450,202500.0,81000.0,0.4,In-store
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,35.0,550,192500.0,105875.0,0.55,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,770,269500.0,134750.0,0.5,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,35.0,450,157500.0,63000.0,0.4,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,475,118750.0,35625.0,0.3,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,325,97500.0,34125.0,0.35,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Apparel,45.0,375,168750.0,67500.0,0.4,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,35.0,475,166250.0,91438.0,0.55,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,725,253750.0,126875.0,0.5,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,425,170000.0,68000.0,0.4,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,30.0,450,135000.0,40500.0,0.3,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,375,131250.0,45938.0,0.35,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Apparel,50.0,400,200000.0,80000.0,0.4,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Apparel,40.0,525,210000.0,115500.0,0.55,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,795,397500.0,198750.0,0.5,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,500,250000.0,100000.0,0.4,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,475,213750.0,64125.0,0.3,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,450,202500.0,70875.0,0.35,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,475,261250.0,104500.0,0.4,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Apparel,60.0,575,345000.0,189750.0,0.55,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,825,453750.0,226875.0,0.5,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,575,287500.0,115000.0,0.4,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,550,247500.0,74250.0,0.3,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,525,236250.0,82688.0,0.35,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Apparel,60.0,525,315000.0,126000.0,0.4,In-store
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Apparel,65.0,675,438750.0,241313.0,0.55,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,900,540000.0,270000.0,0.5,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.0,650,357500.0,143000.0,0.4,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Street Footwear,50.0,575,287500.0,86250.0,0.3,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.0,525,262500.0,91875.0,0.35,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,60.0,550,330000.0,132000.0,0.4,In-store
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,725,471250.0,259188.0,0.55,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,875,525000.0,262500.0,0.5,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.0,650,357500.0,143000.0,0.4,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,575,258750.0,77625.0,0.3,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,525,183750.0,64313.0,0.35,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,45.0,500,225000.0,90000.0,0.4,In-store
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Apparel,50.0,675,337500.0,185625.0,0.55,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,45.0,800,360000.0,180000.0,0.5,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,600,240000.0,96000.0,0.4,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Street Footwear,35.0,500,175000.0,52500.0,0.3,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,475,166250.0,58188.0,0.35,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Apparel,45.0,475,213750.0,85500.0,0.4,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Apparel,50.0,575,287500.0,158125.0,0.55,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,750,375000.0,187500.0,0.5,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,575,230000.0,92000.0,0.4,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Street Footwear,40.0,425,170000.0,51000.0,0.3,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,40.0,400,160000.0,56000.0,0.35,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Apparel,50.0,400,200000.0,80000.0,0.4,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,55.0,525,288750.0,158813.0,0.55,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,675,337500.0,168750.0,0.5,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,45.0,500,225000.0,90000.0,0.4,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,445,200250.0,60075.0,0.3,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,475,213750.0,74813.0,0.35,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Apparel,60.0,450,270000.0,108000.0,0.4,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Apparel,65.0,625,406250.0,223438.0,0.55,In-store
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,850,510000.0,255000.0,0.5,In-store
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,650,325000.0,130000.0,0.4,In-store
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Street Footwear,50.0,600,300000.0,90000.0,0.3,In-store
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.0,550,275000.0,96250.0,0.35,In-store
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,60.0,550,330000.0,132000.0,0.4,In-store
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,650,422500.0,232375.0,0.55,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Street Footwear,30.0,625,187500.0,75000.0,0.4,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,425,127500.0,44625.0,0.35,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Street Footwear,20.0,425,85000.0,29750.0,0.35,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,68750.0,27500.0,0.4,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Apparel,40.0,325,130000.0,45500.0,0.35,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Apparel,30.0,425,127500.0,63750.0,0.5,In-store
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Street Footwear,30.0,675,202500.0,81000.0,0.4,In-store
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,325,97500.0,34125.0,0.35,In-store
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Women's Street Footwear,20.0,375,75000.0,26250.0,0.35,In-store
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,250,62500.0,25000.0,0.4,In-store
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Men's Apparel,40.0,325,130000.0,45500.0,0.35,In-store
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Apparel,30.0,400,120000.0,60000.0,0.5,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,620,217000.0,86800.0,0.4,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,300,105000.0,36750.0,0.35,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,350,87500.0,30625.0,0.35,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.0,200,60000.0,24000.0,0.4,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,45.0,250,112500.0,39375.0,0.35,In-store
